"","ppt","horse_name","length_description","origin","response","description","in_analysis"
"817",29,"Oblique Runner",9,"Created","4","Oblique Runner switched yards, hitting rising ground on steel.","No"
"818",29,"Midnight Inferno",6,"Created","6","Midnight Inferno nursed it through gears.","No"
"819",29,"Blue Blaze",9,"Created","7","Blue Blaze hit the rising ground on the steel.","No"
"820",29,"Moss Relic",12,"Created","6","Moss Relic was always in the box seat under a cool ride.","No"
"821",29,"Scarlet Racer",12,"Created","8","Scarlet Racer was a yard in form and picked up once angled.","No"
"822",29,"Blue Horizon",9,"Gemini","4","Blue Horizon raced without the cheekpieces.","No"
"823",29,"Solar Flash",11,"Created","8","Solar Flash had a bit to spare in a quiet sit.","No"
"824",29,"Black Ember",8,"Created","5","Black Ember had matters in safekeeping turning in.","No"
"825",29,"Steady Fighter",9,"Created","9","Steady Fighter had afterburners, scrambling home the last furlong.","No"
"826",29,"Estragon",11,"Attheraces","10","Estragon was left-handed and secured a hat-trick.","No"
"827",29,"Saffron Crest",9,"Created","6","Saffron Crest was bred stout and asserted without stick.","No"
"828",29,"Celestial Queen",10,"Created","6","Celestial Queen answered every call in a field of fillies.","No"
"829",29,"Star Dust",11,"Created","8","Star Dust is a fettle that showed plenty on the gallops.","No"
"830",29,"Wave Rider",9,"Created","1","Wave Rider broke hearts late after dropping in class.","No"
"831",29,"Copper Legacy",8,"Created","6","Copper Legacy hung left in the turf course.","No"
"832",29,"Summer Breeze",9,"Created","4","Summer Breeze ran with credit with a tongue-tie fitted.","No"
"833",28,"Echo Fury",7,"Created","4","Echo Fury held under a tender ride.","Yes"
"834",28,"Flint Sonata",13,"Created","9","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"835",28,"Celestial Queen",10,"Created","8","Celestial Queen answered every call in a field of fillies.","Yes"
"836",28,"Emerald",9,"Created","7","Emerald was a picture in running at 7 furlongs.","Yes"
"837",28,"Blue Horizon",9,"Gemini","5","Blue Horizon raced without the cheekpieces.","Yes"
"838",28,"Port Louis",13,"Attheraces","8","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"839",28,"Swift Valor",9,"Created","3","Swift Valor went through the bridle approaching the pole.","Yes"
"840",28,"Neon Charger",9,"Created","4","Neon Charger was let in lightly on prior evidence.","Yes"
"841",28,"Karerin",11,"Attheraces","8","Karenin was placed and took it to the wire.","Yes"
"842",28,"Brave Horizon",9,"Created","9","Brave Horizon had them stretched before the furlong pole.","Yes"
"843",28,"Red Meridian",8,"Created","8","Red Meridian caught the eye at the flats.","Yes"
"844",28,"Moss Relic",12,"Created","8","Moss Relic was always in the box seat under a cool ride.","Yes"
"845",28,"Windchaser",9,"Created","9","Windchaser had the edge without showing in the turfs.","Yes"
"846",28,"Comet Stride",7,"Created","3","Comet Stride had claimer and came widest.","Yes"
"847",28,"Skybreaker",10,"Created","7","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"848",28,"Wave Rider",9,"Created","2","Wave Rider broke hearts late after dropping in class.","Yes"
"849",28,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"850",28,"Lovelace",12,"Attheraces","7","Lovelace was first-time hooded and worked the oracle.","Yes"
"851",28,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"852",28,"Summer Breeze",9,"Created","6","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"853",28,"Scarlet Racer",12,"Created","9","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"854",28,"Silversky",8,"Attheraces","3","Silversky began his handicap career last time out.","Yes"
"855",28,"Lightning Monarch",10,"Created","8","Lightning Monarch settled his own sums in the turf course.","Yes"
"856",28,"Urban Legend",11,"Created","6","Urban Legend was in the mix with a generous weight.","Yes"
"857",28,"Saffron Crest",9,"Created","8","Saffron Crest was bred stout and asserted without stick.","Yes"
"858",28,"Oblique Runner",9,"Created","7","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"859",28,"Vanya",10,"Attheraces","5","Vanya reverted to the flat and the sand boded well.","Yes"
"860",28,"Crimson Eclipse",10,"Created","4","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"861",28,"Indigo Marc",9,"Created","9","Indigo Marc found another leg in the last furlong.","Yes"
"862",28,"Estragon",11,"Attheraces","10","Estragon was left-handed and secured a hat-trick.","Yes"
"863",28,"Green Dusk",11,"Created","8","Green Dusk had a shade snug in the sands last time.","Yes"
"864",28,"Gallant Storm",11,"Created","9","Gallant Storm was out of a stager and sat box seat.","Yes"
"865",28,"Flashfire",9,"Created","9","Flashfire had a line to the judge being covered.","Yes"
"866",28,"Velvet Thunder",12,"Created","6","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"867",28,"Solar Flash",11,"Created","7","Solar Flash had a bit to spare in a quiet sit.","Yes"
"868",28,"Auric Vale",9,"Created","5","Auric Vale took the measure in first-time hood.","Yes"
"869",28,"Steady Fighter",9,"Created","9","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"870",28,"Stockman",13,"Attheraces","9","Stockman led them a merry dance after being pipped.","Yes"
"871",28,"Dark Mirage",8,"Created","9","Dark Mirage found the seam with first-time blinkers.","Yes"
"872",28,"Ticker Pike",6,"Created","9","Ticker Pike had it written beforehand.","Yes"
"873",28,"Electric Stride",10,"Created","9","Electric Stride was by Miller and came widest, always holding.","Yes"
"874",28,"Vladimir",12,"Attheraces","8","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"875",28,"Star Dust",11,"Created","7","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"876",28,"Air Ace",6,"Created","7","Air Ace, gelded recently, made headway.","Yes"
"877",28,"Silver Phantom",10,"Created","8","Silver Phantom heard the clock tick in the last furlong.","Yes"
"878",28,"Lunar Charger",9,"Created","7","Lunar Charger was bred for trip and came cruising.","Yes"
"879",28,"Onyx Rune",7,"Created","10","Onyx Rune answered every question readily.","Yes"
"880",28,"Black Ember",8,"Created","10","Black Ember had matters in safekeeping turning in.","Yes"
"881",28,"Silent Eclipse",8,"Created","6","Silent Eclipse travelled into the dip, digging deep.","Yes"
"882",28,"Nightfall",8,"Created","5","Nightfall proved over the trip after running green.","Yes"
"883",28,"Gilded Lily",9,"Created","6","Gilded Lily charged to the line on the gallops.","Yes"
"884",28,"Bold Pride",9,"Created","8","Bold Pride was from a shrewd yard and cruising.","Yes"
"885",28,"Diamond Hood",6,"Created","9","Diamond Hood found under minimal cajoling.","Yes"
"886",28,"Leeloo",12,"Created","7","Leeloo was on a string despite being collared in the closing stages.","Yes"
"887",28,"Blue Blaze",9,"Created","8","Blue Blaze hit the rising ground on the steel.","Yes"
"888",28,"Ruby Ash",9,"Created","6","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"889",28,"Bramble Halo",9,"Created","8","Bramble Hallo was known for sitting handy and traveling.","Yes"
"890",28,"Crystal Frontier",6,"Created","7","Crystal Frontier settled well in midfield.","Yes"
"891",28,"Midnight Inferno",6,"Created","8","Midnight Inferno nursed it through gears.","Yes"
"892",28,"Golden Tempest",7,"Created","9","Golden Tempest did mind the business end.","Yes"
"893",28,"Worthing",9,"Created","7","Worthing flowed in the turf course running in blinkers.","Yes"
"894",28,"Copper Legacy",8,"Created","5","Copper Legacy hung left in the turf course.","Yes"
"895",28,"Royal Rebel",8,"Created","4","Royal Rebel was visored for the first time.","Yes"
"896",28,"Nimbus Crest",12,"Created","8","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"897",27,"Leeloo",12,"Created","3","Leeloo was on a string despite being collared in the closing stages.","Yes"
"898",27,"Nimbus Crest",12,"Created","8","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"899",27,"Windchaser",9,"Created","10","Windchaser had the edge without showing in the turfs.","Yes"
"900",27,"Royal Rebel",8,"Created","3","Royal Rebel was visored for the first time.","Yes"
"901",27,"Port Louis",13,"Attheraces","7","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"902",27,"Solar Flash",11,"Created","6","Solar Flash had a bit to spare in a quiet sit.","Yes"
"903",27,"Oblique Runner",9,"Created","4","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"904",27,"Pale Corsair",7,"Created","8","Pale Corsair found plenty off the bridle.","Yes"
"905",27,"Lovelace",12,"Attheraces","3","Lovelace was first-time hooded and worked the oracle.","Yes"
"906",27,"Celestial Queen",10,"Created","7","Celestial Queen answered every call in a field of fillies.","Yes"
"907",27,"Stockman",13,"Attheraces","3","Stockman led them a merry dance after being pipped.","Yes"
"908",27,"Brave Horizon",9,"Created","8","Brave Horizon had them stretched before the furlong pole.","Yes"
"909",27,"Silversky",8,"Attheraces","3","Silversky began his handicap career last time out.","Yes"
"910",27,"Saffron Crest",9,"Created","3","Saffron Crest was bred stout and asserted without stick.","Yes"
"911",27,"Lightning Monarch",10,"Created","3","Lightning Monarch settled his own sums in the turf course.","Yes"
"912",27,"Bramble Halo",9,"Created","2","Bramble Hallo was known for sitting handy and traveling.","Yes"
"913",27,"Summer Breeze",9,"Created","7","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"914",27,"Steady Fighter",9,"Created","8","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"915",27,"Gilded Lily",9,"Created","9","Gilded Lily charged to the line on the gallops.","Yes"
"916",27,"Auric Vale",9,"Created","4","Auric Vale took the measure in first-time hood.","Yes"
"917",27,"Diamond Hood",6,"Created","7","Diamond Hood found under minimal cajoling.","Yes"
"918",27,"Electric Stride",10,"Created","3","Electric Stride was by Miller and came widest, always holding.","Yes"
"919",27,"Crystal Frontier",6,"Created","4","Crystal Frontier settled well in midfield.","Yes"
"920",27,"Vanya",10,"Attheraces","2","Vanya reverted to the flat and the sand boded well.","Yes"
"921",27,"Urban Legend",11,"Created","7","Urban Legend was in the mix with a generous weight.","Yes"
"922",27,"Midnight Inferno",6,"Created","8","Midnight Inferno nursed it through gears.","Yes"
"923",27,"Green Dusk",11,"Created","3","Green Dusk had a shade snug in the sands last time.","Yes"
"924",27,"Flint Sonata",13,"Created","7","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"925",27,"Swift Valor",9,"Created","4","Swift Valor went through the bridle approaching the pole.","Yes"
"926",27,"Neon Charger",9,"Created","3","Neon Charger was let in lightly on prior evidence.","Yes"
"927",27,"Comet Stride",7,"Created","2","Comet Stride had claimer and came widest.","Yes"
"928",27,"Bold Pride",9,"Created","3","Bold Pride was from a shrewd yard and cruising.","Yes"
"929",27,"Wave Rider",9,"Created","6","Wave Rider broke hearts late after dropping in class.","Yes"
"930",27,"Nightfall",8,"Created","2","Nightfall proved over the trip after running green.","Yes"
"931",27,"Scarlet Racer",12,"Created","8","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"932",27,"Skybreaker",10,"Created","2","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"933",27,"Vladimir",12,"Attheraces","8","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"934",27,"Gallant Storm",11,"Created","3","Gallant Storm was out of a stager and sat box seat.","Yes"
"935",27,"Red Meridian",8,"Created","4","Red Meridian caught the eye at the flats.","Yes"
"936",27,"Crimson Eclipse",10,"Created","7","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"937",27,"Karerin",11,"Attheraces","8","Karenin was placed and took it to the wire.","Yes"
"938",27,"Lunar Charger",9,"Created","4","Lunar Charger was bred for trip and came cruising.","Yes"
"939",27,"Ruby Ash",9,"Created","2","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"940",27,"Estragon",11,"Attheraces","4","Estragon was left-handed and secured a hat-trick.","Yes"
"941",27,"Star Dust",11,"Created","9","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"942",27,"Silent Eclipse",8,"Created","3","Silent Eclipse travelled into the dip, digging deep.","Yes"
"943",27,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"944",27,"Worthing",9,"Created","3","Worthing flowed in the turf course running in blinkers.","Yes"
"945",27,"Onyx Rune",7,"Created","9","Onyx Rune answered every question readily.","Yes"
"946",27,"Black Ember",8,"Created","3","Black Ember had matters in safekeeping turning in.","Yes"
"947",27,"Emerald",9,"Created","4","Emerald was a picture in running at 7 furlongs.","Yes"
"948",27,"Indigo Marc",9,"Created","9","Indigo Marc found another leg in the last furlong.","Yes"
"949",27,"Air Ace",6,"Created","6","Air Ace, gelded recently, made headway.","Yes"
"950",27,"Ticker Pike",6,"Created","4","Ticker Pike had it written beforehand.","Yes"
"951",27,"Moss Relic",12,"Created","3","Moss Relic was always in the box seat under a cool ride.","Yes"
"952",27,"Flashfire",9,"Created","6","Flashfire had a line to the judge being covered.","Yes"
"953",27,"Velvet Thunder",12,"Created","3","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"954",27,"Blue Horizon",9,"Gemini","8","Blue Horizon raced without the cheekpieces.","Yes"
"955",27,"Copper Legacy",8,"Created","6","Copper Legacy hung left in the turf course.","Yes"
"956",27,"Golden Tempest",7,"Created","7","Golden Tempest did mind the business end.","Yes"
"957",27,"Echo Fury",7,"Created","3","Echo Fury held under a tender ride.","Yes"
"958",27,"Dark Mirage",8,"Created","3","Dark Mirage found the seam with first-time blinkers.","Yes"
"959",27,"Silver Phantom",10,"Created","2","Silver Phantom heard the clock tick in the last furlong.","Yes"
"960",27,"Blue Blaze",9,"Created","6","Blue Blaze hit the rising ground on the steel.","Yes"
"961",26,"Blue Horizon",9,"Gemini","5","Blue Horizon raced without the cheekpieces.","No"
"962",26,"Neon Charger",9,"Created","7","Neon Charger was let in lightly on prior evidence.","No"
